sentiment,text,label
neutral,"overall this phone is good but camra quality is not too good like 48 megapixel, it's like normal",1
positive,Excellent mobile,2
neutral,"Reviewing this product after almost a year later first of all pros
1.camera is surprisingly Amazing no one can compete
2.look is dam awesome and sleek though
3.pubg is running smoothly at hd high
4.screen quality is awesome
Now here starts cons
1.Battery is a piece of junk
2.battery life is 3 hours from 100-0
3.heating is there when playing pubg
4.android one is still laggy and not optimized
Update:::But if you get this one at 7k then go for it nothing beats it. Its a awesome one piece
Please hit helpful mark below for encourage me to post more reviews ☺️",1
positive,Amazing guys...... go for it .... fully satisfied,2
positive,highly recommonded to buy display is fine and battery backup more than 1 day for game lover. there is no lagging runs smooth only camera is average which causes problem in low light . overall it is best in this price range no one stand before it in this price range and quality.,2
negative,"Phone has a problem getting hanged frequently within 10 day after buying.
After getting replaced with new phone also same problem persists. Recommend not to buy this phome",0
negative,"Augh, fever`s gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague.",0
positive,"Review after 3 months -
Everything is great , I loved the camera and the audio quality.
Just the problem is it lags sometime.",2
negative,says BAD TRIP! (angry)  http://plurk.com/p/wxshi,0
negative,"No EarPhone In Box And Mobile Cover Of Samsung M30.
Samsung Provide Earphones in 2k Mobiles, But Here It's Missing. I Want To Return Samsung M30, Revert If It's Possible Now?",0
negative,"I've had Five Guys before while in Pennsylvania and thought it was good. Not any better or worse then In-Out or Fatburger. Tried this location the other night though and was disappointed. Lettuce was slimey,buns soggy and the doneness of the patties, inconsistent.  I'm not completely writing them off but will be in no huge rush to return.",0
negative,Worst product,0
positive,Wave looks interesting. http://bit.ly/pvYYh  If we are going to live our lives so connected might as well be easy right? Google owns us.,2
positive,"At Rs6499, you wont ever get this kinda screen resolution.
The camera is decent,battery backup is very good. I'm VERY IMPRESSED for its overall performance.",2
negative,the quality of the phone is toooo much waste......it is not returnable. and now am thonking i have wasted money in something waste....... Camera is really a waste. Battery drains too fast. I dnn even use it so much.,0
positive,Awesome cellphone.. everything better in this cellphone.. Camera quality 10x zoom with clearing. Battery charging also awesome.,2
negative,For given processer and RAM I didn't expect this phone to have laggy UI(may be because of Samsung's customized OS). I never seen any phone this  much laggy around this price range or even 3k or 4k less this. Display is very good and it's main selling point.,0
positive,Nice mobile for this price,2
positive,Fabulous,2
neutral,i love this product,1
negative,"very poor mobile.
not working at all",0
neutral,"Mobile was awsome  but touch was not up to the mark,battery  also discharging fastly. Finger print was good.camera quality was excellent",1
neutral,Nice,1
positive,"This whole in whole a package phone. Awesome phone, worth it. Must buy.",2
negative,"The fingerprint reader is good but sometime not recognizing
Camera is very incredible photos
Battery life is very good  one day charge battery survived full day",0
positive,"We had a fun, early dinner on the patio here at BoomBozz.  The advertised happy hour specials appeared to be a very good value; my fave was the soft pretzels & cheese.  I also had the wedge salad and it was excellent - they don't skimp on the blue cheese!  My son had the pepperoni pizza and even his discriminating palate was very happy.  A crisp blonde draft (for me) and ice cream (for him) polished us off and we left full & happy.",2
positive,"Fingerprint read take time, camera and battery awesome#nice fone.... suggested",2
positive,Battery life is so good.,2
neutral,Some time face book not working.some time colours automatically change.No service center I Jalandhar Punjab,1
negative,Issue is with the battery and the jack.,0
negative,"Got a damaged product. Sim slot is damaged and not working. After applying 2 new sim, then also the network is not showing. Only displaying NO SERVICE.",0
neutral,Product is ok ok but there is no headphones with the same...,1
neutral,"After all the hype I managed to buy the blue colour variant 4GB/64 GB. My initial impressions were very disappointing and after using the phone for two weekks I can safely say that phone has some bugs and quallity issues which I would like to mention:
1) Biggest flaw is notification icons disappearing from the notification shade after appearing for few seconds. I tried my best to fix it by going through number of suggestions available on internet including factory reset. Hopefully Xiaomi will try to fix it.
2) The flashlight/torch is very weak and even my older Redmi Note 3 has brighter torch/flashlight.
3)Camera is pretty average and hard to believe how the 48 mp mode is giving average pictures. Wide angle mode is also poor and the other two modes are in my opinion just gimmick.
4)One basic flaw if you are using two sims the second sim icon will be displayed only when you are using wifi.
  I am really disappointed with these bugs/defects and just hope this is my last association with Xiaomi. Last but not thr least if you are looking for a ohone with great experience of gaming then you should not opt for this phone.
To conclude if you are a Xiaomi fan just opt for 10k version and hope that some of the errors mentioned above are fixed by Xiaomi.
Review after MIUI 11 Update:- I got an OTA for MIUI 11 on 27th November 2019. After the update the problem of disappearing notification icons from the notification shade has been solved. Second sim icon is also now displayed in the notification shade which was earlier missing. I can now say without any hesitation that this is the best phone in 10k range.",1
